text,class,ID
Cart parası curt parası diye sürekli faturama geçiren turkcell sana da çok sövdüm.,olumsuz,a6f29536-f53c-48d6-8957-f902a2c66633
30 liraya sınırsız internet yaptırdım sanırım turkcell yine kazık attı yine keklendim arkadaşlar,olumsuz,ba232385-2096-4cee-869a-640cd7561c3b
Ve bu köşede de yavaşlıktan ölen bir adet Turkcell,olumsuz,fd6a835f-e8a8-42b4-a2ff-cdee6fcaffbe
Turkcell'in amk niye çekmiyor bu internet,olumsuz,f9943ea9-d985-4318-b285-f28b7ad9161a
Turkcell çekmiyooo kahretsin,olumsuz,1d8b19ba-65b1-4174-923c-5c93ac488e28
Turkcell sömürüyor bildiğin,olumsuz,66679b1a-111c-46cc-af75-5221829b1bb0
Turkcell allah belanı versin,olumsuz,f3d7de1a-bc7a-46a7-a416-653b401682eb
turkcell in allah belasını versin bu da ilk bedduamdır,olumsuz,c9bd4f8d-2b38-4ecc-b656-0748c53cd090
"@Turkcell Yalan söyleyen, sigortalı telefonumu sigorta kapsamında değil diyerek geri çeviren Turkcell'den hala ses seda yok",olumsuz,c897e1a4-3992-4549-81f9-6905730fae9e
Eve geldim hala turkcell deki adama sinirim geçmedi ..,olumsuz,a742d03f-8fc3-41a0-90ab-56cbf31241df
Turkcell her yerde çeker diyorsunuz lan evin ortasında şahin pozu aldım yine de çekmiyor,olumsuz,854fc11c-7cc9-44fc-874e-ba99c5240958
Turkcell e gectigim icin pismanim,olumsuz,28eb6a3b-a376-4fd2-aaac-420e5ef2b449
Allahin belası kazık turkcell !!!!,olumsuz,e2919258-1b6a-42d3-8d59-917d449e5b30
İnternet paketini sömürüyor yine allahsız turkcell,olumsuz,66781bd2-4da4-4284-b38c-e0363c78177d
Turkcelle geçtim turkcell evde çekmiyo aq,olumsuz,fd37f8e6-4e8d-4c65-a413-acc5994aee4e
Ne biçim Turkcell'sin sen ya şehirdeyim çekmiyor.,olumsuz,e00b3c85-3bb9-46e3-adc7-c7a487238f98
Klozette edge cekiyor turkcell bu ne sacmalik,olumsuz,b9f819e7-7b05-493d-afd9-ca7a58a64f69
Turkcell abv odam da bile çekmemeye başladın gerçekten,olumsuz,ea32248e-746d-40a8-9b48-ef053c80c382
Turkcell superonline bok gibisin bok,olumsuz,3aedfe05-90ae-4376-a2ae-fa9bc86cc07d
Turkcell urunu kullanirsam en adi serefsizim!,olumsuz,6e71744f-3b60-4f75-94cd-d2b203aad0d5
Turkcell çekmiyor arkadaşlar inanmayın,olumsuz,96dc8173-9125-40f4-b838-9e2fe23015b2
"Turkcell allah belanı versin, bin yaşa VODAFONE",olumsuz,baeb2682-e9c9-45d5-8139-7b8c37609e57
söylesene Turkcell odamda neden çekmiyorsun?,olumsuz,178b569f-f17b-4520-ae68-cf49aeec7c37
hiç bir oparetör dürüst değil turkcell faturama internet paketimi aşmışım diye 13 tl kitledi sözde otamatik duracakdı sahtekarlar,olumsuz,36076b50-6e2a-4cd5-a4eb-d2cb112c815a
ulan bu gerizekalı turkcell kardeşimin öldüğüne dair eve yazı yollamış.,olumsuz,c7a9b480-c9cf-4254-bb96-fd9a19afa826
Bitmeyen fatura yapmışlar ömrüm sizi ödemekle geçiyor heleki Turkcell Allah senin belanı Tövbe Tövbe ya,olumsuz,08659bb6-65c5-44da-bb94-993dbc7a68ab
"turkcell son zamanlarda iyice cortladı. internet hızı rezalet, yer yer hiç çekmiyor. kontratım bittiği an vodafone'a geçeceğim.",olumsuz,3809dde9-b988-421b-ba62-0db605814b61
Bu ay Turkcell'den yemediğim kazığı yedim. 50 lira yükledim ama gelin görünki elde var 0. Bir de şu İMessage uyanıklığı var tabii.,olumsuz,bd0364d7-dbc7-47f9-9fef-d97a6005189e
Bugün Mutluydum Ama Bu Turkcell beni Sinir etti Şuanda,olumsuz,86654371-d6ae-4a25-8b5f-32558f28b3e3
Turkcell benim internetim bu hafta niye böyle yavaş!!!,olumsuz,6a75df90-317b-4d69-94ec-146147b33965
Yıldım vallaha yıldım Allah telefonumun da turkcell'in de belasını versin,olumsuz,3e25ba40-eba7-45f7-8170-4f3eb9c1fd21
"Turkcell internet bağlantı hızında açık ara sınıfta kaldı, çok yazık !!! Ne eziyet çekmişim!!!",olumsuz,2bd80b7b-c827-4fb4-9e49-f62985dfb3b5
Vodafone gibi Turkcell yapmışlar olmamış bu,olumsuz,bccd476f-a458-48e0-8ed8-ff1442530336
6 7 senedir turkcell kullanıyorum ama allah belani versin haram zıkkım olsun verdiğim paralar,olumsuz,23baa570-407f-4c34-95d0-d3cbd0cdbe57
Turkcell Samsun da zor çekiyo adada nasıl çeksin bırakın bu ayakları,olumsuz,482ab278-e547-4d01-8a9e-a56ba9fc4b18
Turkcell ne geçirdi beeee,olumsuz,e2470ada-9c7b-4569-9e10-9cf4e6221b92
Turkcell galiba bana gelince internet paketini yavaşlatıyor,olumsuz,bc1a9336-4981-43c1-b626-e7a216a0a9b3
Hani turkcell heryerde 4 çekerdi metroda telefonla konuşamıyoruz bunu bana biri açıklasın,olumsuz,d7ccc1ef-b28b-4d81-ae25-037d2052f59e
Turkcell reklam mesajları için numaramı sattıgın her firma için Allah belanı versin!!!,olumsuz,0a9b1e21-5ce4-4d08-ad38-aa5cc24531a2
Ulan turkcell odedigim faturalar haram olsun bole net hızı olmaz olsun!!!,olumsuz,a0edbf1d-732c-4fcc-a2d4-413e7b4cd6f5
yemin ederim bu turkcell müşteri hizmetleri bir ton otistik ve moronla dolu,olumsuz,6f178f2e-6427-4b98-933f-176c1d7167f1
Embesil Turkcell bu saatte mesaj mı yollanır üstüste !,olumsuz,acec0c94-ebd2-4473-810d-d0eac84a19d4
Çekim gücüne sövmemek için zor tutuyorum kendimi turkcell,olumsuz,5e922287-a100-43ef-8b0c-f7d8bd9e1447
Ömrümü yedin turkcell,olumsuz,4c802dbe-8dc1-4679-b770-04502fa68853
@pelinozgen gayrettepe'nin göbeğinde bırakın 3G'yi edge hızına bile erişemiyor turkcell.. neyin kandırmacası bu?,olumsuz,a29a6f2e-a4c0-42df-b499-c0ac319c378a
Lan odada avea çekmiyo diye turkcelle geçtim şimdide turkcell çekmiyo avea full başlarım böyle işe,olumsuz,7c005ce0-936a-46ad-b79f-40fdcda16053
Ya benim odamda telefon çekmiyor arkadaşlar.(Turkcell) Resmen 50 yıl geride yaşıyorum ben.,olumsuz,0cf27ee8-11e9-4023-9b9a-7634347332a4
"Hattımı tekrar Avea mı alsam, yoksa bu sefer de Vodafone mu denesem. Turkcell'e bulasmıyorum bile. Kafamda deli sorular",olumsuz,5a4cc5f2-5ca1-417a-94cc-15f3a5b119ec
#turkcell ayricaliklari neymis diye bakabilmek icin #avea hattina muhtac olan ben... evet turkcell dort ceker olayi yalanmis...,olumsuz,2e0791b0-340e-476b-be24-32d3bb26c38c
Turkcell reklamları kadınları neden bu kadar çok aşşağılıyor güllerin içinden yoksa vermez kucaktan kucağa zıplattılar kızı,olumsuz,8cd627d8-7fac-41a9-8f53-dd5b0ebe1b3c
Turkcell türk telekom arena' da bile internetin kağnı gibi.sana verdiğim para haram olsun...,olumsuz,85322b7b-cf4b-4974-bb1c-c2d457e75144
"Kandırdın beni turkcell,her şey bitti",olumsuz,d7bf42e1-298c-4aec-8b12-e4a8a9dffada
Yaşasın yarın vodafone'a geçme kararı aldım. turkcell'e para yedirmeye son :DD,olumsuz,7e142272-0504-4824-b4c6-12eccc3cc132
Ulan on numara mekan sıcak suyum bile var ama şebekem yok amk turkcell vodafone'ye geccem kesin,olumsuz,83eaee07-be85-416b-bf6e-e7bf10f58bd7
Önemli şahıstan mesaj beklersin beklersin Çat mesj gelir bir an heyecanla o mu acaba diye bakarsın sonra Turkcell olduğunu görünce söversin!,olumsuz,87dd09e5-c2ab-4391-84a4-778c95bc2fde
8 senedir kullandığım Turkcell numaramı Vodafone'a taşıdım gerçekten iyi bi karar oldu insanları sömürüyorlar ya ücretlendirme normal değil.,olumsuz,a22f5e8f-6510-48d6-9a47-fb573cb98cd1
Turkcell bile ygsye sayılı günler kaldı diye mesaj atıyo. Amacanız bizi çıldırtmak mı?,olumsuz,4fcf205c-424b-494b-b5ef-e2cb4dc272c9
"Geçerken arasından dağların tepelerin, geldi veda zamanı Turkcell 3G'nin.... :/ bu devirde edge mi kaldı yeaa",olumsuz,dde42e6f-02c1-4773-aa2d-0e5ddfcb2fe8
"Turkcell'in reklamlarında müthiş bir kalite düşüklüğü var. Reklam fikri de parlak değil, Prodüksiyon da başarısız.",olumsuz,fe8723f3-baa4-4d68-80cb-7d2accd2dd64
"Turkcell'in hani interneti hızlıydı,kandırıldım",olumsuz,6a6131d5-b59e-43b1-8e46-33ee293d0344
Turkcell artık yeter .Bıktırdı reklam ve aday mesajları.24 saat gece gündüz yağıyor.Numaramı satıp sen para kazanıyorsun ben çıldırıyorum.,olumsuz,30e3c514-ba73-4f31-9438-3cc4d7ee7620
"Yandaş, yalaka hale gelen turkcell kullanmıyorum kullanılmasını tavsiye etmiyorum",olumsuz,b030fe1e-53bf-4139-aec1-208d7166be75
Turkcell sadece kazikliyosun Hizmet sifir ttnet gibi yolmaya basladin bizi hepinizin Allah belasini versin anca semsiye sokuyosunuz insana,olumsuz,0feb821e-4f46-41b6-bf70-4e26d9303add
Lanet olsun sana Turkcell yaaa ! O kadar para veriyoruz internet Felç ! Hakkını verin Hız limitimi nasıl düşürüyorsun dolandırıcısınız,olumsuz,2c591f16-1d94-40f0-8d57-3e8c97f60ccb
Sabahtan beri net paketi yaptim halde internetimi kullanmadim abv turkcell,olumsuz,c3af80ef-4952-4bc5-bd41-b61585550ee6
Turkcell yine çekmiyor. Aldıkları para boşuna,olumsuz,ffb6c638-59af-4403-96e9-41c570ea9aeb
Turkcell su kontratım bitsin turkcell mi tövbe,olumsuz,5478bc89-767a-4c6f-acd0-1a04644e3c7d
"Turkcell'in reklam filmi, Fatih'in Fedaisi Kara Murat filminden daha heyecanlı yeminle... Eziyet resmen",olumsuz,9227c19c-65f1-449c-a894-1ec409bc1d91
beni uğraştıran turkcell ve apple bir tutam küfürü hakettiniz(bedeli ödendi),olumsuz,72964fea-2777-4d32-b3a9-c39d51e5936c
şuan çok sinirliyim aq şu turkcell şerefsizi internet paketimi bitirdikten sonra sosyal paketimden kullanmaya başlayabildim abv,olumsuz,206524e2-49ff-467a-9833-ffe6ad98445d
Digitürk ttnet turkcell 5 para etmezsiniz alayınızın amk,olumsuz,08816174-7853-4005-8734-f024a07e3c92
Turkcell denen illet nedir bilirmisin internet paketim bitti benimle gelirmisin.,olumsuz,9a0cebd7-3357-473a-bced-cd8b37130d51
Turkcell internetin bitti diye mesaj atıp durma moralim bozuluyor pislik,olumsuz,d7c47d56-f4ff-4c75-8bbf-d147010f0fd5
8 sene bu turkcell in kahrını nasıl çekmişim amk yaa,olumsuz,17d4913a-ce01-4c20-8653-1f342f995235
Turkcell daha demin seni övdüm ama şimdi sövüyorum. Yaptığım paket değişmiş whywhyhwy. Abv turkcel,olumsuz,0505d7c1-129a-4eab-9ea7-2fb641dfe7fc
Turkcell yeter amk eski sevgilimden daha çok mesaj atıyosun,olumsuz,f2d35e8b-cad0-4e7e-baf7-92c98eb24f96
Turkcell'den kurtulmuş biri olarak çok yanlış insanı arıyorsunuz #turkcell,olumsuz,a59922ce-0afa-44e0-842f-eb525c276150
turkcell yavaş internette 1 numara,olumsuz,eae6d9d4-a6fe-498e-b903-85adaf426d84
Allah belanı versin turkcell,olumsuz,d5485646-5248-4897-99ff-1eae8a4f12dc
Turkcell 3G'nin şu ara sıçtığını düşünüyorum..,olumsuz,14381544-02df-4159-9b4c-c8dd5ce5843c
Turkcell kadar boktan bi operatör görmedim,olumsuz,c327c4ad-b100-4653-9f72-c8007d4f45b3
Turkcell fiyat olarak geçirmeyi çok iyi biliyorsun ama hala internet bağlantın leş,olumsuz,43e2c520-206c-43b7-b793-31d5745a4529
İnternet paketim dogum günümde bitiyormus ulan Turkcell yine yaptın yapacagını,olumsuz,dcc92499-5904-4a24-9708-a21d1e3bded6
Turkcell kadar kazıkçı bi hat yok,olumsuz,3c42b888-a549-4940-ae09-0670530578d4
Turkcell den bi türlü kurtulamadık abi,olumsuz,90de0ddf-885f-4c31-acaa-99e6bb55fa2a
Turkcell Allah seni bildiği gibi yapsin kampanyalarinla ilgilenmiyorum sırf bu yuzden de hattimi taşıyacam.zaten internetin de cekmiyor,olumsuz,908c2f47-23e7-45fc-9c68-e298e571861a
Ben Turkcell kadar kazıkçısını görmedim,olumsuz,6bd8778d-2300-4db5-9871-0d07c01c308a
Ayıp ettin turkcell,olumsuz,b188495a-73ce-4b3b-aa96-97e7a37ce135
Gözün çıksın turkcell! O parayı sana netin çekmesin diye mi bayıldım,olumsuz,c328ac34-ca8e-459e-a7f2-38f01a81e03a
Turkcell reklamındaki gençleri gördükçe gençliğimden utanıyorum lan,olumsuz,79d0201d-0915-41a1-9b07-b23c1f5c409d
İnternet paketine söveyim turkcell,olumsuz,046f574f-5f0b-445a-9835-04f20e6901e5
"Avea çekmiyor, Vodafone da tarife yok, Turkcell kazık. Pttcell mi olsam acep lan",olumsuz,643603f0-d9c5-4ab5-91b4-95a87a159627
96kbps hızda internet mi olur turkcell allahsız felan mısın,olumsuz,96ba16a6-7ba3-4e61-b5bd-8a40ee29c183
Turkcell sömüre sömüre bi şey bırakmadın be bizde,olumsuz,b1155188-6c90-4255-8b70-33eb7a3333e3
Turkcell bile çekmiyor arkadaş deli etti yada yoğunluk mu var neci,olumsuz,2636c158-7060-4cbd-bba5-ed1d2e292d45
Turkcell itina ile 3 gecedir bana sıkıntı yaratıp duruyorsun yeminle canımı sıkıyorsun he,olumsuz,4662b23f-7197-4ed0-aa9f-2ba75efa985a
RTE den bana bayram mesajı geldiği için turkcell i kınıyorum. Çok pis kınıyorum hem de,olumsuz,dd4dfbd6-0cf1-416d-8b3b-204c3753cd34
Turkcell çok yavşaksın,olumsuz,bea6a993-bbdc-4c91-8b94-5c47aeb9d215
Çok utanıyorum ama itiraf edeyim.o mesaj az önce bana da geldi. Turkcell i yarın bırakıyorum,olumsuz,5e3ed995-37a3-4579-b20b-44947df39c6f
"Turkcell sarı kutudan migros sanal market çeki almayın, şifreyi yollamıyorlar, rezillik",olumsuz,158b8a3c-c111-4bf0-9318-ce2b8b1d1d60
Turkcell yedi sülalene sövdüm amk,olumsuz,39b13e22-6ad5-40be-b20a-e1834fb92174
Turkcell Allah bin belani versin,olumsuz,0b542e8c-d9e0-4d22-b56d-1575642dd274
"Sakin su Turkcell'in Winn'indan kullanmayin, hem her yerde iyi cekmiyor, hem de sozlesmeyi iptal ettirene kadar canim ciktı",olumsuz,4b6bba6e-15b2-40b4-811d-2f0766413db3
Turkcell 11 ay boyunca kazıklıyor ramazanda da millet hattını taşımasın diye böyle yapıyor,olumsuz,344d6c93-d850-427a-a71a-508636a86c27
Turkcell den yine kazik yedik. Artik bu son idi. Vodafone a geciyorum ben,olumsuz,010ee71c-904f-4390-98c4-7dc440489e34
Turkcell ile yollarımızı ayırdık mutluyum,olumsuz,cf86388b-47d4-45e9-a81d-75e26f4da1aa
Turkcell'den nefret ediyorum,olumsuz,5e50810e-87b2-4150-9911-a5c6126d7ba8
yıllardır turkcell bizi kazıklıyodu sonunda avea dayanamadı bize kucak açtı,olumsuz,15056fbc-3c5c-4de7-a12f-0a6ccc69be5a
"Şerefsiz turkcell, daha yeni getiriyorlar turkcell'e o kadar bekledim sony xperia z2 yi daha yeni geldi amk. Bu akşam iyi sövdüm size",olumsuz,3bfbcf47-1d35-4a5d-99ec-22c8095d4dc9
off of ömrümü yedin turkcell,olumsuz,19848913-f837-4224-b318-1e1db09ea816
Turkcell ne şerefsizsin,olumsuz,960b591e-b52d-4d98-9cea-ebdf5a10b5a8
Turkcell de ayrı bi şerefsiz yeminle,olumsuz,9e1cf046-5b8f-40b7-89f2-4afecadc445b
Allah belanı versin turkcell inşallah iflas edersiniz,olumsuz,ad7c61e8-da46-4a91-aa44-24bda74b0ecc
Her yerde çekiyorsun fakat fena geçiriyorsun Turkcell,olumsuz,4bbb5a00-584b-489f-81eb-861aac64f975
O değil de bugün kerim turkcell den fena kazık yedi,olumsuz,dc5d6df6-012e-4561-86c3-86b39a7aba29
"Turkcell turbo İnternet'e sakın geçmeyin, çevirmeli ağı mumla ararsınız, berbat ötesi bağlantı hızı var",olumsuz,47fb508a-4add-457d-b084-3cb284e8ca9a
Turkcell'deki bu net kopması beni deli ediyor. Havadandır havadan,olumsuz,163ae2df-96c6-4503-b7d5-3fea0f1d5c43
"Kandil diye kilitlenirsin, deprem olur titrersin,gecirdin mi on numara geçirirsin,lan turkcell Allah belanı versin",olumsuz,d44eb361-805b-42ff-a4d3-363cd589acdb
Bu şerefsiz turkcell her seferinde internet paketimin bittiğini haber vermiyor ve bakiyemden yiyor. Bildiğin hırsızlık amacı -8e düşürmek,olumsuz,61d75615-e803-4b3e-9d61-157ace59c4a8
Allahım konturumu yedi sms yapmadı oc turkcell,olumsuz,f473602a-6f23-404a-9e51-17f4f843f0f0
"Turkcell avea vodafone reklamlarından irite oldum arkadaş, biz size neden para veriyoruz? En ufak depremde hatlar kesilsin diye mi",olumsuz,d3ea43d6-0326-4e37-b965-e1a06aaf6ff5
Bu turkcell telefonlarının başına buyruk tavırları da ayrı bi sinir bozucu,olumsuz,a4535ad1-4427-407b-8bd4-8e166d0e7231
Çok pahalısın be turkcell,olumsuz,378d96c3-c820-4ec9-9820-49dc979abe46
7 yıllık turkcellli hayat bitti. Allah belanı versin turkcell,olumsuz,c7eca04f-29e4-4f5a-bc93-de10b496e991
Turkcell nefretimi kazandı bu sefer,olumsuz,5421f7ce-1252-4c05-b520-0fcb07aa4574
Artık vodafone'a gecmem lazim turkcell bıktırdın beni,olumsuz,d6671db2-d893-43b2-a669-59a86d4c483d
"Evin bi yerinde internet çekmez, bi yerinde telefon zaten hiç çekmez. Başlıycam Turkcell'den de onun çekim gücünden de",olumsuz,90201407-5d83-456e-b621-8aa230fe3cc2
Hayat kazıklarla dolu.Bkz.Son turkcell faturam 70 lira.Kredi kartımın bloke ettiği rakam 100 lira.Sorunların yarattığı stres paha biçilemez,olumsuz,827c21dc-d3d1-4699-85e5-f46ea918d278
O değilde Turkcell çok masraflı,olumsuz,15b38745-6245-4e56-a854-e0e16b0ce7f8
Turkcell tam bir sömürge sirketi,olumsuz,9a17363b-2fac-4db6-b73d-d01dc97d8e66
Devlet dinlenme korkusu olmadan gizli bir toplantı yapmak isterse benim eve gelsin Turkcell bile çekmiyor..,olumsuz,80742d22-6d92-4037-8f73-fa4e1bc20039
Turkcell 3G bu saatte felaket yavaş.. Hayrola? @turkcellhizmet @turkcell,olumsuz,d8b67a25-093e-492c-b112-bc2474160482
Bugun de turkcell in bana attigi kaziklara agladim iste ama hayat devam ediyor,olumsuz,b1a835ce-727e-4c0e-a22f-c6c2d352d293
Onca zamandan sonra beni bu gece şair yaptınız ya helal. Tüm küfürlerim turkcell ve hayata,olumsuz,1acb9a2d-1d3e-4b1e-99f8-76c85c7a17a6
Turkcell bana mesaj atmasın baska bı sey ıstemıyorum duygularımla oynuyor serefsız,olumsuz,b718fbaf-8bb9-4429-b595-91965a11c79b
Turkcell tamam sana uyuz olduğum doğru da hattımı iptal etmeyeydin eyiydi.,olumsuz,0e0784e2-5b73-48a6-968c-4567d01ee261
Berbat reklam turkcell,olumsuz,91bd34bb-08e7-4df8-8a63-8acc5e0ec004
Turkcell yedin bitirdin beni be askerde yapma hic olmazsa,olumsuz,cc6f4e8f-2618-421b-ae7f-4fd3df85eed8
627 tl turkcell faturası yatırdım yuh ki ne yuh,olumsuz,3f54fb4d-cbb8-4b3e-8e55-e6abc1c368a8
Odemeye her gittigim de sorunla karsilastigim bi turkcell ve odemeyi gerceklestiremedigim bi telefon faturam var,olumsuz,4fbe456e-b628-4d18-a19e-95d4111d106d
Kazıkla turkcell kazıklaaa. Yarın ilk iş numarayı taşımıyomuyum,olumsuz,ebcf6e0a-b6c5-48b5-9a71-f418443c3466
Turkcell kadar başarısız bi internette görmedim,olumsuz,d8cd1575-e840-4e9f-a022-e3cd096a276a
Yemin ediyorum Turkcell benden kestiği paralarla zengin oldu,olumsuz,e56d1896-367d-4f97-9fc0-daf8b4f201fc
Allahsız turkcell bi oğrenciden 194 tl fatura parasi alinirmi lan Allahin yokmu senin. İcim yaniyo icim,olumsuz,fef87fdd-1a87-42d7-ac39-c8016ae4e7be
Lan bu turkcell mal mi? Smsi 33kurusa atti,olumsuz,6a0e7462-08a6-45fd-90e7-bb8b92bdfa82
Nalet Turkcell Nalet,olumsuz,cdb51875-1a5a-4c0e-9e6e-a94fd45021ec
Sonunda turkcell eziyetinden kurtuluyorum allaaam,olumsuz,d7436f20-05f1-441e-adea-7aca4b4f6d1f
Turkcell reklamlarından dolayı operatörümden utanıyorum,olumsuz,ba414ca3-a57e-4291-ba84-47155f7c5556
Turkcell senin Allah belanı versin,olumsuz,de3755f4-bd5c-44da-91d9-d2f31696f6e7
Internet hızına sokayım Turkcell,olumsuz,5a55c7ae-f66f-4893-9592-dffea3a245ec
Turkcell bizim tuvalette internetin cekmiyor,olumsuz,fc05002d-09ae-43e0-af74-04fa26f5a21e
"Turkcell senin ağzına etsinler, sevgililerin ayrılma sebebi olacaksın",olumsuz,0d97bec2-35cd-420f-99c3-4f570ef87adc
Turkcell'den hiç memnun değilim iptal ettiresim var,olumsuz,c2ae21e3-a247-49f6-aed7-4f539a04c7b3
Aklın yolu birdir yavşak Turkcell'in ismi var diye aldanmayın Avea on numara kısa zaman sonra geçiyorum en azından abonelerini koparmiyo,olumsuz,c1ee53be-140a-43a2-b120-748cfc391149
sabriyide reklamda oynatttın ya allah belanı versin turkcell,olumsuz,a5d6b2a6-95dc-4084-a49d-bf2b946b6854
Sabri reyiz ile ilgili onlarca guzel reklam cekilebilirken turkcell gibi bi marka dunyanin en mal reklamini cekti,olumsuz,3025646b-cdea-4821-aac6-3a6abea5909e
Sonunda kurtuldum turkcellden fakyu turkcell,olumsuz,1bef4142-3bab-482a-9b25-cc0ad921dbb4
Turkcell kadar boktan bir operatör olamaz !! Turkcell'e geçtiğim güne lanet olsun,olumsuz,698b1a8e-8ae2-4b4b-9941-ab33f3653a1b
